Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Hellion,TM13,Magic 2013 Tokens,7,normal,common,1,17567,3b43b811-ec0f-4ad7-a152-f7f077bafaa4,0.35,false,false,near_mint,en,USD
Zombie,TCMA,Commander Anthology Tokens,5,normal,common,1,4960,eedfd94c-862d-4946-a726-417e142e1c1b,0.35,false,false,near_mint,en,USD
Faerie Rogue,TMMA,Modern Masters Tokens,14,normal,common,1,16066,e1eb3b8a-f9d3-4ce1-b171-ba7b0c3f4830,1.99,false,false,near_mint,en,USD
Drake,TUMA,Ultimate Masters Tokens,3,normal,common,1,43516,2fd81e9a-69b5-4764-91a7-8b6cdddcaa40,0.35,false,false,near_mint,en,USD
Giant Warrior,TMOR,Morningtide Tokens,1,normal,common,1,24874,0661166a-7d6c-4cba-8190-8d3eedf7f58c,0.35,false,false,near_mint,en,USD
Food,TLTR,Tales of Middle-earth Tokens,10,normal,common,1,83466,bfcff41e-b6ff-4ddd-bcb6-8943f7d88aef,0.35,false,false,near_mint,en,USD
Cyberman,TWHO,Doctor Who Tokens,24,normal,common,1,86955,9bc273b8-05bb-4c8f-92b1-c178d4bbadb0,0.59,false,false,near_mint,en,USD
Soldier,TWHO,Doctor Who Tokens,8,normal,common,1,87626,93c2a3ff-a2f6-40c1-a246-0041c6145fc0,0.35,false,false,near_mint,en,USD
Ally,TTLA,Avatar: The Last Airbender Tokens,5,foil,common,1,109982,cae9c13e-fda2-4591-bd52-888d12194e4d,,false,false,near_mint,en,USD
Clue,TTLA,Avatar: The Last Airbender Tokens,14,foil,common,1,109966,82016bc3-8905-454a-b4aa-b9eac69d42c4,,false,false,near_mint,en,USD
Food,TLTR,Tales of Middle-earth Tokens,11,normal,common,1,83592,e4b7e3b5-2f3c-4eb7-abc9-322a049a9e1a,0.35,false,false,near_mint,en,USD
Samurai,TNEO,Kamigawa: Neon Dynasty Tokens,3,normal,common,1,67130,f68e5337-6e44-4f8f-a102-2f97b433beea,0.35,false,false,near_mint,en,USD
On an Adventure,TWOE,Wilds of Eldraine Tokens,18,normal,common,1,85213,fcf4c7fb-7859-4c11-8552-6817f5119d2e,,false,false,near_mint,en,USD
Human Monk,TNEO,Kamigawa: Neon Dynasty Tokens,10,normal,common,1,67116,86dd086e-c757-4a6a-8838-51860f2095f8,0.35,false,false,near_mint,en,USD
Gremlin,TAER,Aether Revolt Tokens,1,normal,common,1,6219,c6071fed-39c1-4f3b-a821-1611aedd8054,0.35,false,false,near_mint,en,USD
Merfolk Wizard,TLRW,Lorwyn Tokens,4,normal,common,1,25137,526da544-23dd-42b8-8c00-c3609eea4489,0.59,false,false,near_mint,en,USD
Spider,TEMN,Eldritch Moon Tokens,8,normal,common,1,8121,ce90c48f-74fb-4e87-9e46-7f8c3d79cbb0,0.59,false,false,near_mint,en,USD
Phyrexian Germ,TMH3,Modern Horizons 3 Tokens,16,normal,common,1,95196,5ec719dc-6b07-4b1d-a79c-84ebced33422,,false,false,near_mint,en,USD
Food,TTLA,Avatar: The Last Airbender Tokens,20,normal,common,1,109964,6fb7cf0b-48d1-4a35-be63-a331987400de,,false,false,near_mint,en,USD
Mutavault,TECL,Lorwyn Eclipsed Tokens,11,normal,common,1,110728,3d2f5d31-a1c6-465f-b518-b40acdfab8aa,,false,false,near_mint,en,USD
Wolf,TINR,Innistrad Remastered Tokens,18,normal,common,1,102658,89b89a55-3ea2-4186-b946-06831bc16169,,false,false,near_mint,en,USD
Homunculus,TUMA,Ultimate Masters Tokens,4,normal,common,1,43515,f3c6ef29-b879-4813-87b0-0e3ba2b5cb29,0.35,false,false,near_mint,en,USD
Zombie,TM12,Magic 2012 Tokens,3,normal,common,2,19015,8db7e3f4-0153-425a-8edc-2747bbb89638,0.59,false,false,near_mint,en,USD
Treefolk,TECL,Lorwyn Eclipsed Tokens,3,normal,common,3,110778,82e01706-ab45-4e52-9ee1-7070567234fd,,false,false,near_mint,en,USD
Treasure,TFDN,Foundations Tokens,23,normal,common,1,101484,21210145-8edd-41f5-9a64-9f0b5be79864,,false,false,near_mint,en,USD
Elemental,TTDC,Tarkir: Dragonstorm Commander Tokens,27,normal,common,1,104756,7b19a41d-95c1-4cd8-89fc-4ec89ab10884,,false,false,near_mint,en,USD
Dragon,TTLA,Avatar: The Last Airbender Tokens,9,normal,common,1,109983,cddc0746-6d3e-441f-866f-28587bf54801,,false,false,near_mint,en,USD
Food,TTLA,Avatar: The Last Airbender Tokens,19,normal,common,1,109987,db202f04-61e7-4e12-848e-6c1761956a58,,false,false,near_mint,en,USD
Food,TTLA,Avatar: The Last Airbender Tokens,21,foil,common,1,109985,d0e54f01-1301-481f-ace0-87966b5135f0,,false,false,near_mint,en,USD
Elemental,TCMM,Commander Masters Tokens,26,normal,common,1,84919,d461a38d-761b-47bb-b49d-1b2522cf2f6e,0.35,false,false,near_mint,en,USD
Elephant,TBLC,Bloomburrow Commander Tokens,27,normal,common,2,96523,f0a8841d-1d2d-429f-a14d-bb2251dbf898,,false,false,near_mint,en,USD
Squirrel,TDMR,Dominaria Remastered Tokens,13,normal,common,1,78354,27f8ccb9-32b2-4562-a60f-843e82795984,0.69,false,false,near_mint,en,USD
Insect,TDMR,Dominaria Remastered Tokens,10,normal,common,1,78364,e662eefb-c454-44b9-8270-f2229e20024e,0.35,false,false,near_mint,en,USD
Wolf,TINR,Innistrad Remastered Tokens,9,normal,common,1,102848,f5561f57-34e2-4c01-8094-0ecb101c7fa1,,false,false,near_mint,en,USD
Elemental,TECC,Lorwyn Eclipsed Commander Tokens,10,normal,common,1,110774,7ec88cb2-7a77-45ae-b2c8-f8d09452d619,,false,false,near_mint,en,USD
Rhino Warrior,TECC,Lorwyn Eclipsed Commander Tokens,6,normal,common,1,110789,8f4188d4-a371-49be-ad33-ad87801ba99d,,false,false,near_mint,en,USD
Zombie,TECC,Lorwyn Eclipsed Commander Tokens,3,normal,common,1,110694,17f001ab-514b-49e7-a657-b2872ad7a1de,,false,false,near_mint,en,USD
Snake,TECC,Lorwyn Eclipsed Commander Tokens,8,normal,common,1,110797,9a9380a8-8f38-47cd-8648-20626c06b9b3,,false,false,near_mint,en,USD
Scarecrow,TECC,Lorwyn Eclipsed Commander Tokens,11,normal,common,1,110798,9ae02771-2917-4d6e-9608-1a592389439a,,false,false,near_mint,en,USD
Treasure,TECL,Lorwyn Eclipsed Tokens,10,foil,common,2,110812,ac4384b7-853c-417d-b3b4-f54cd0b5d361,,false,false,near_mint,en,USD
Kithkin,TECL,Lorwyn Eclipsed Tokens,7,foil,common,3,110711,2ed11e1b-2289-48d2-8d96-ee7e590ecfd4,,false,false,near_mint,en,USD
Robot,TPIP,Fallout Tokens,16,normal,common,1,92326,76cde21f-2f01-4560-972b-7ecd6740d6de,1.99,false,false,near_mint,en,USD
Devil,TMID,Innistrad: Midnight Hunt Tokens,6,normal,common,1,63739,14f9c505-a833-4240-83a0-fbd160bdbf0f,0.49,false,false,near_mint,en,USD
Assassin,TACR,Assassin's Creed Tokens,4,normal,common,1,95302,19cb2062-86f0-4ce3-b5fb-d3c310f36ec3,0.35,false,false,near_mint,en,USD
Shapeshifter,TACR,Assassin's Creed Tokens,2,normal,common,1,95502,d20ad1e6-d698-4a0a-8ed5-903e1d463004,6.99,false,false,near_mint,en,USD
Clue,TTLA,Avatar: The Last Airbender Tokens,16,normal,common,4,109953,4c9669e6-e093-4f88-9699-a1a32793bfa9,,false,false,near_mint,en,USD
Ally,TTLA,Avatar: The Last Airbender Tokens,8,normal,common,4,109928,01439983-8394-4a0c-9e9e-92a3f1927fe3,,false,false,near_mint,en,USD
Soldier,TMM3,Modern Masters 2017 Tokens,19,normal,common,1,5945,6d49a56f-2a5e-4d42-b75c-f3f3735829d3,0.35,false,false,near_mint,en,USD
Human,TC19,Commander 2019 Tokens,3,normal,common,3,45492,95f99a6a-dcd9-412e-84cf-916aafad5dfb,0.35,false,false,near_mint,en,USD
Zombie,TCN2,Conspiracy: Take the Crown Tokens,6,normal,common,1,7869,4ccc931f-4586-4d7e-a984-dc7142359a85,0.49,false,false,near_mint,en,USD
Boar,TM3C,Modern Horizons 3 Commander Tokens,17,normal,common,4,95230,e56623ff-2f7e-470d-bdb3-ddd25e002dcb,,false,false,near_mint,en,USD
Plant,TECC,Lorwyn Eclipsed Commander Tokens,5,normal,common,4,110731,3db07715-d315-4361-8af5-ce68d20e6c08,,false,false,near_mint,en,USD
Insect,TTDC,Tarkir: Dragonstorm Commander Tokens,22,normal,common,2,104938,c5c3553b-010f-48ef-bca1-93ba12eaf558,,false,false,near_mint,en,USD
Incubator // Phyrexian,TEOC,Edge of Eternities Commander Tokens,15,normal,common,4,107325,c5229eb0-9356-43a6-9b1b-6366f3c1e405,,false,false,near_mint,en,USD
Rhino,TMH1,Modern Horizons Tokens,13,normal,common,1,44942,007c828b-5854-41ac-9c18-f9d41c69ed33,0.35,false,false,near_mint,en,USD
Goblin Rogue,TLRW,Lorwyn Tokens,5,normal,common,1,25136,f44d5271-5d10-46b2-9ba2-5788d99de2e6,0.35,false,false,near_mint,en,USD
Wicked // Cursed,TWOE,Wilds of Eldraine Tokens,17,normal,common,1,85207,a9b7040e-cd24-42cc-b043-9af8c557da6a,,false,false,near_mint,en,USD
Goblin,TCM2,Commander Anthology Volume II Tokens,9,normal,common,1,1408,dff50bc7-3d7e-49e9-9557-658a4f083c6e,0.35,false,false,near_mint,en,USD
Servo,TCMM,Commander Masters Tokens,45,normal,common,1,84995,e6a5faa3-b86e-4e05-93db-5db9507ae7d0,0.35,false,false,near_mint,en,USD
Zombie,TCMM,Commander Masters Tokens,13,normal,common,1,85066,f7ee09ec-0d88-469d-b61c-976f3be47766,0.59,false,false,near_mint,en,USD
Moogle,TFIN,Final Fantasy Tokens,11,normal,common,1,105862,295b78dc-b26d-4e92-8f75-916566c4db14,,false,false,near_mint,en,USD
Elemental Shaman,TCM2,Commander Anthology Volume II Tokens,8,normal,common,1,1409,a271bdf3-2868-425d-987c-4ce272152a2f,0.35,false,false,near_mint,en,USD
Faerie Rogue,TWOC,Wilds of Eldraine Commander Tokens,11,normal,common,1,85192,d680c3f1-a3c0-4f38-8958-2402612c8dd1,,false,false,near_mint,en,USD
Goblin,TDMR,Dominaria Remastered Tokens,7,normal,common,1,78365,f9b8316a-ec6d-43de-a1c5-6ef3c5c53146,0.35,false,false,near_mint,en,USD
Zombie Druid,TTDM,Tarkir: Dragonstorm Tokens,10,normal,common,1,105047,f10d5813-7818-43e8-b08d-4ed8c54d0366,,false,false,near_mint,en,USD
Soldier,TTDM,Tarkir: Dragonstorm Tokens,4,normal,common,1,104692,6455d903-6996-448f-9148-9068febecb00,,false,false,near_mint,en,USD
Soldier,TTDM,Tarkir: Dragonstorm Tokens,5,normal,common,1,105141,7ddd5153-2d16-4a4e-b9bc-f20313d322da,,false,false,near_mint,en,USD
Saproling,TMKC,Murders at Karlov Manor Commander Tokens,19,normal,common,1,90144,f38381fd-e368-46b2-94e9-89c9b182435d,0.35,false,false,near_mint,en,USD
Gremlin,TDSK,Duskmourn: House of Horror Tokens,11,normal,common,1,99365,d948b503-890a-49d5-a3cf-cb6e604851b8,,false,false,near_mint,en,USD
Settlement,TPIP,Fallout Tokens,8,normal,common,1,91825,02789d01-f939-4515-a6e4-db6aff36f893,0.35,false,false,near_mint,en,USD
Human Soldier,TPIP,Fallout Tokens,3,normal,common,1,92308,737741e7-b2b2-4c41-ab7c-4eeaf9f37b71,0.35,false,false,near_mint,en,USD
Elemental,TMOM,March of the Machine Tokens,9,normal,common,1,81573,28a7a9b0-d823-4b34-829f-ade81fc141e0,0.35,false,false,near_mint,en,USD
Sunscourge Champion,THOU,Hour of Devastation Tokens,9,normal,common,1,4680,289a9593-151e-47d0-b0de-5eb9f061515a,0.35,false,false,near_mint,en,USD
Spirit,TRVR,Ravnica Remastered Tokens,18,normal,common,1,89661,48ed5471-ab04-4178-b72d-ce3fae12758c,0.35,false,false,near_mint,en,USD
Servo,TC18,Commander 2018 Tokens,24,normal,common,1,512,6ec42fab-86b8-4479-90f2-a1690318d6d4,0.35,false,false,near_mint,en,USD
Spider,TMH1,Modern Horizons Tokens,14,normal,common,1,44941,01591603-d903-419d-9957-cf0ae7f79240,0.39,false,false,near_mint,en,USD
Alien Rhino,TWHO,Doctor Who Tokens,3,normal,common,1,87428,68243f3e-c311-47cf-b1f4-583625919a2c,0.35,false,false,near_mint,en,USD
Alien Salamander,TWHO,Doctor Who Tokens,16,normal,common,1,87949,db45133d-ce37-42b4-b068-fbcc8be0e907,0.35,false,false,near_mint,en,USD
Golem,TMH1,Modern Horizons Tokens,18,normal,common,1,44937,dc77b308-9d0c-492f-b3fe-e00d60470767,0.35,false,false,near_mint,en,USD
Construct,TCNS,Conspiracy Tokens,8,normal,common,1,14202,5f30e5e6-e9df-4ae2-9e40-ad2fee58fc29,0.35,false,false,near_mint,en,USD
Spirit,TMH3,Modern Horizons 3 Tokens,28,normal,common,1,95233,ef77c8eb-aa24-46d5-8036-6651c7602383,,false,false,near_mint,en,USD
Energy Reserve,TKLD,Kaladesh Tokens,13,normal,common,2,7643,a446b9f8-cb22-408a-93ff-bee44a0dccc0,0.35,false,false,near_mint,en,USD
Bird,TMH1,Modern Horizons Tokens,3,normal,common,2,44952,43c72f53-db47-48d1-85f0-626440b0c88c,0.35,false,false,near_mint,en,USD
Spirit,TBBD,Battlebond Tokens,1,normal,common,2,1424,b3c9a097-219b-4aaf-831f-cc0cddbcfaae,0.35,false,false,near_mint,en,USD
Warrior,TAKH,Amonkhet Tokens,17,normal,common,2,5767,2d1446ed-f114-421d-bb60-9aeb655e5adb,0.35,false,false,near_mint,en,USD
Spirit,TLCI,The Lost Caverns of Ixalan Tokens,14,normal,common,1,88242,072cd10b-98d3-452e-bf8d-13a75cc3d72e,0.35,false,false,near_mint,en,USD
Centaur,TRVR,Ravnica Remastered Tokens,10,normal,common,5,89707,5f657b65-67fc-4b7d-bc9e-840190f69362,0.39,false,false,near_mint,en,USD
Treasure,TLCI,The Lost Caverns of Ixalan Tokens,18,normal,common,5,88426,3dfaedeb-f8ec-4f0e-b243-c850770a86f2,0.35,false,false,near_mint,en,USD
Spirit,TUMA,Ultimate Masters Tokens,16,normal,common,2,43503,c9a306c6-57e9-4c99-b2a9-ee27a557d69b,0.35,false,false,near_mint,en,USD
Shapeshifter,TECL,Lorwyn Eclipsed Tokens,1,normal,common,8,110407,c2963ce1-f9d8-437a-9489-e0913a8b8d26,,false,false,near_mint,en,USD
Hero,TFIN,Final Fantasy Tokens,5,normal,common,2,105938,5619d240-3832-477b-ad30-8d310c90f555,,false,false,near_mint,en,USD
Energy Reserve,TPIP,Fallout Tokens,21,normal,common,1,91997,2a794202-875f-4397-a8de-9722c8d78448,0.35,false,false,near_mint,en,USD
Eldrazi Spawn,TCMM,Commander Masters Tokens,3,normal,common,1,84124,1e820258-933f-4ad2-b63b-c6cd7f5bddf3,0.99,false,false,near_mint,en,USD
Human Soldier,TDSC,Duskmourn Commander Tokens,3,normal,common,1,99304,b4293d70-13d0-4540-af69-5afc79821102,,false,false,near_mint,en,USD
Clue,TEOC,Edge of Eternities Commander Tokens,10,normal,common,1,106960,15866ed4-1ca3-427f-99ba-ee26ede9ae18,,false,false,near_mint,en,USD
Pilot,TNEO,Kamigawa: Neon Dynasty Tokens,1,normal,common,1,67121,be84f259-2809-48c9-9c70-861437f08c23,1.29,false,false,near_mint,en,USD
Insect,TDSK,Duskmourn: House of Horror Tokens,5,normal,common,1,99311,b802aea8-0ca3-4d2c-a8ef-a80e16729c9b,,false,false,near_mint,en,USD
Treasure,TWOE,Wilds of Eldraine Tokens,14,normal,common,1,85204,73cbf189-a79b-4dca-8b29-33aef6306b5a,,false,false,near_mint,en,USD
Soldier,TM12,Magic 2012 Tokens,2,normal,common,1,19016,7c2a26d0-2687-41f6-99b9-6ed4e5e8a5e4,0.35,false,false,near_mint,en,USD
Spirit,T2X2,Double Masters 2022 Tokens,8,normal,common,1,70335,7ebb3b03-943e-4b5a-be04-f59316b81333,0.35,false,false,near_mint,en,USD
Elephant,TTDM,Tarkir: Dragonstorm Tokens,14,normal,common,1,105125,243bcfa9-0310-4d68-9864-df46069906fa,,false,false,near_mint,en,USD
Reliquary Dragon,TTDM,Tarkir: Dragonstorm Tokens,15,normal,common,2,105129,44465924-8cc2-49a4-bc07-8dbae7570af6,,false,false,near_mint,en,USD
Dragon,TTDM,Tarkir: Dragonstorm Tokens,11,normal,common,2,105128,434c2965-82b8-4e89-bf45-a8fc093f9a21,,false,false,near_mint,en,USD
Spirit,TTDM,Tarkir: Dragonstorm Tokens,9,normal,common,2,105143,8ea4fc2f-95a4-49d0-b06e-b88d19637737,,false,false,near_mint,en,USD
Spirit,TTDM,Tarkir: Dragonstorm Tokens,6,normal,common,3,105175,f22410b3-5c0b-4282-9b0b-5ba61229b6e7,,false,false,near_mint,en,USD
Spirit,TTDM,Tarkir: Dragonstorm Tokens,8,normal,common,2,105147,997edcc4-6021-4443-9470-3fd7f7595cc6,,false,false,near_mint,en,USD
Spirit,TTDM,Tarkir: Dragonstorm Tokens,7,normal,common,3,105158,b83a7343-9f5f-4b79-8929-c84011de401c,,false,false,near_mint,en,USD
Human Soldier,TWOC,Wilds of Eldraine Commander Tokens,7,normal,common,1,85193,dd0f8dba-e34e-443c-9e92-9ae9d3e4d585,,false,false,near_mint,en,USD
Phyrexian Myr,TCMM,Commander Masters Tokens,44,normal,common,1,85111,f4ef9889-e61d-4733-b27c-9e78aea8e84b,1.49,false,false,near_mint,en,USD
Rat,TTDC,Tarkir: Dragonstorm Commander Tokens,9,normal,common,1,104426,02c73185-3062-4801-8ab2-5006b9c3b232,,false,false,near_mint,en,USD
Saproling,TCMM,Commander Masters Tokens,35,normal,common,1,84555,82f710ed-fda6-44dd-9a42-d5b37656307d,0.69,false,false,near_mint,en,USD
Ballistic Boulder,TLTR,Tales of Middle-earth Tokens,8,normal,common,1,83438,b9d70342-9d3c-44cb-9026-db5e5941b9fc,0.35,false,false,near_mint,en,USD
Insect,TMH3,Modern Horizons 3 Tokens,25,normal,common,1,95165,059e9d51-c7bf-41c0-a6f0-c0bbc6d3b434,,false,false,near_mint,en,USD
Wizard,TFIN,Final Fantasy Tokens,14,normal,common,1,105559,187fe54c-7d0c-4225-9d46-3affbead897d,,false,false,near_mint,en,USD
Bird,TFIN,Final Fantasy Tokens,16,normal,common,1,106716,1fbc471d-5948-47fc-b7cc-81cc13a4cd15,,false,false,near_mint,en,USD
Spirit,TTLA,Avatar: The Last Airbender Tokens,3,normal,common,1,109993,f59eba51-458a-40e0-b754-999f91d5d839,,false,false,near_mint,en,USD
Copy,TTLA,Avatar: The Last Airbender Tokens,1,normal,common,1,109938,2b3d7795-3fc3-4b78-bdf4-0a79981f1eee,,false,false,near_mint,en,USD
Detective,TMKM,Murders at Karlov Manor Tokens,10,normal,common,1,90767,30a109aa-99d4-4cfe-a9b1-1b40db5b7885,0.35,false,false,near_mint,en,USD
Snake,TZEN,Zendikar Tokens,10,normal,common,1,22625,83a6a142-f065-4a74-9a73-8105be29bc94,0.35,false,false,near_mint,en,USD
Wolf,TA25,Masters 25 Tokens,13,normal,common,2,2718,4ff5727c-7001-45db-9e0c-771824e849b0,0.35,false,false,near_mint,en,USD
Elemental,TROE,Rise of the Eldrazi Tokens,2,normal,common,1,21715,fd0c9fb3-5f4c-47f9-a9b3-369d4936de60,0.35,false,false,near_mint,en,USD
Zombie,TISD,Innistrad Tokens,8,normal,common,1,18626,afec06c5-28e3-462c-9e15-4b0c405cc810,0.35,false,false,near_mint,en,USD
Zombie,TISD,Innistrad Tokens,9,normal,common,1,18625,8a98d0bf-4106-4ff1-89d4-3f6040b2cd5e,0.49,false,false,near_mint,en,USD
Fish,TMH3,Modern Horizons 3 Tokens,10,normal,common,2,95225,e081becb-40f1-4151-aea3-5a9a9bd672c6,,false,false,near_mint,en,USD
Mutagen,TTMT,Teenage Mutant Ninja Turtles Tokens,9,normal,common,15,109283,6559c423-449c-4e8e-8384-3ce78183e317,,false,false,near_mint,en,USD
Food,TTMT,Teenage Mutant Ninja Turtles Tokens,8,normal,common,2,111603,e2b62092-57df-4d95-b2b9-961794e7c20b,,false,false,near_mint,en,USD
Experience,TTDC,Tarkir: Dragonstorm Commander Tokens,34,normal,common,1,105035,edf99449-b176-460b-afb3-14a35e3ae35a,,false,false,near_mint,en,USD
Insect,T40K,Warhammer 40,000 Tokens,22,normal,common,1,72596,9af00a97-9938-4ab2-938a-669cdfe4332a,0.49,false,false,near_mint,en,USD
Lander,TEOE,Edge of Eternities Tokens,6,normal,common,7,107715,49164e15-252a-46e2-8c5a-66e41e071072,,false,false,near_mint,en,USD
Oko, Shadowmoor Scion Emblem,TECL,Lorwyn Eclipsed Tokens,12,normal,common,1,110681,0d9d6611-bc46-4fc1-8e39-460f56236ceb,,false,false,near_mint,en,USD
Pest,TEOC,Edge of Eternities Commander Tokens,9,normal,common,1,107168,cf9587a6-7497-4f49-a5d0-a19fdfd969aa,,false,false,near_mint,en,USD
Beast,TMH2,Modern Horizons 2 Tokens,9,normal,common,1,59970,a1eff7f8-b645-41cb-bcd9-3dc1ab10200e,0.35,false,false,near_mint,en,USD
Necron Warrior,T40K,Warhammer 40,000 Tokens,14,normal,common,1,72592,542b3490-1247-4f47-98b6-c67cabae53cb,0.49,false,false,near_mint,en,USD
Spirit,TNEO,Kamigawa: Neon Dynasty Tokens,2,normal,common,1,67123,ca20548f-6324-4858-adbe-87303ff1ca52,0.39,false,false,near_mint,en,USD
Mutant,TTMT,Teenage Mutant Ninja Turtles Tokens,7,normal,common,6,111573,51e33613-7a24-461c-8d9f-12680af4b92a,,false,false,near_mint,en,USD
